name,sold,price,date
MSI GL65 Leopard 10SDK i7 10750H 512GB GTX1660Ti 6GB 9S7-16U722-426 - Non Paket,84,18.691.000,2021-01-14
"MSI MODERN 14 B10RASW-225 i5-10210U/8GB/512GB/MX330 4GB/14"" FHD/WIN 10",16,12.499.000,2021-01-14
MSI MODERN 14 B10RBSW - 247ID / i5-10210U / MX350 2GB,5,11.999.000,2021-01-14
MSI MODERN 14 B11SB - 221ID,36,12.999.000,2021-01-14
"MSI MODERN 14 B11SB(i5-1135G7/8GB/512GB/MX450 2GB/14"" FHD 60Hz/W10)",8,12.799.000,2021-01-14
"MSI MODERN 14 CI5-10210U 8GB 512GB MX250 14,6"" FHD 100% SRGB WIN 10",6,12.299.000,2021-01-14
MSI Modern 14 B10RASW [9S7-14D111-224] i5-10210U 8GB 512GB MX330 2GB,195,11.999.000,2021-01-14
MSI Modern 14 B10RASW [9S7-14D111-224] i5-10210U 8GB 512GB MX330 W10,8,12.150.000,2021-01-14
MSI Modern 14 B10RASW [9S7-14D112-225] i5-10210U 8GB 512GB MX330 2GB,21,11.999.000,2021-01-14
Notebook Acer Aspire Series Windows 10,36,4.660.000,2021-01-14
MSI Notebook GF63 9RCX [9S7-16R312-623] - Black,154,10.799.000,2021-01-14
MSI PRESTIGE 14 A11SCX [9S7-14C413-230] i7-1185G7 512GB GTX1650 4GB,126,19.999.000,2021-01-14
NOTEBOOK ACER ASPIRE V5-131 SECOND / NOTEBOOK ACER BEKAS,9,1.900.000,2021-01-14
Netbook Acer Aspire ES1-131-C7YE Red Second,8,2.199.000,2021-01-14
Netbook Acer Aspire One 756 11 inch Hitam,26,1.565.000,2021-01-14
NoteBook ACER ASPIRE A311-31-N4000-4GB-500GB-Windows 10 BLACK,2,3.435.000,2021-01-14
Notebook Acer Aspire ES 11 4GB/500GB Black second,48,2.799.000,2021-01-14
Motherboard Acer Aspire E5-471G Intel Core i7 VGA Nvidia DA0ZQ0MB6E0,14,2.820.000,2021-01-14
Motherboard Acer Aspire E1-470G Core i5 VGA NVIDIA,13,1.690.000,2021-01-14
MSI PRESTIGE 14 i7 10710 8GB 512ssd GTX1650 4GB W10 14FHD -A10SC.061,14,18.699.000,2021-01-14
MSI PRESTIGE 15 A11SCX [9S7-16S611-232] i7-1185G7 32GB 1TB GTX1650 4GB,70,28.999.000,2021-01-14
MSI PRESTIGE 15 A11SCX [9S7-16S611-233] i7-1185G7 16GB 1TB GTX1650 4GB,149,21.999.000,2021-01-14
MSI PRESTIGE 15 A11SCX [9S7-16S612-234] i7-1185G7 16GB 1TB GTX1650 4GB,63,21.999.000,2021-01-14
MSI PRESTIGE 15 i7 10710 16GB 512ssd GTX1650 4GB W10 15.6FHD Gry -A10S,48,19.699.000,2021-01-14
"MSI PRESTIGE Intel Core i7 10710H - RAM 8GB - 512GB SSD - GTX1650 4GB - Win10 - 14""FHD - Grey",14,18.699.000,2021-01-14
MSI PRESTIGE X570 CREATION - AM4,14,7.997.000,2021-01-14
MSI Prestige 14 A10SC (9S7-14C112-061),28,19.999.000,2021-01-14
MSI PRESTIGE 14 A10RAS [9S7-14C213-217] i7-10510U 16GB 512GB MX330 2GB,42,20.399.000,2021-01-14
MSI Prestige 14 A10SC / 9S7-14C112-041,14,25.999.000,2021-01-14
MSI Prestige 14 A10SC [9S7-14C112-061] - Carbon Gray,70,19.999.000,2021-01-14
"MSI Prestige 14 A10SC-078ID Core i7-10710U/1TB SSD/16GB/GTX1650/14"" W10/4K",14,30.530.000,2021-01-14
MSI Prestige 14 A11SCX [9S7-14C412-232] i7-1185G7 16GB 512 GTX1650 4G,137,19.999.000,2021-01-14
MSI Prestige 15 A10SC (9S7-16S311-079),28,30.399.000,2021-01-14
MSI Prestige 15 A10SC (9S7-16S311-080),14,20.999.000,2021-01-14
MSI Prestige 15 A10SC / 9S7-16S311-080,63,20.999.000,2021-01-14
MSI Prestige 15 A10SC [9S7-16S311-080] - Carbon Gray,483,20.999.000,2021-01-14
MSI Prestige 14 A10SC [9S7-14C112-041] - Carbon Gray,42,25.999.000,2021-01-14
Lenovo Ideapad Slim 3 AMD Ryzen 3250U|8GB|256 SSD|14FHD|WIN10 +OFFICE,84,7.500.000,2021-01-14
LENOVO LEGION 5i 15IMH05H 81Y6004RID i7 10750H 1660Ti W10 + OHS 2019,60,20.999.000,2021-01-14
"LENOVO LEGION 5i-66ID I5-10300H/16GB/512GB/GTX1650Ti 4GB/W10/15.6""",21,16.699.000,2021-01-14
LENOVO LEGION Slim 7i 15IMHg05 81YU006CID i7 10875H 16GB 1TB RTX2060,90,28.999.000,2021-01-14
LENOVO LEGION Y7000SE 34ID i5-9300H 8GB 512SSD GTX 1650 4GB 15.6 WIN10,10,12.500.000,2021-01-14
LENOVO Legion 5 2XID 144HZ R7-4800H 16GB 512ssd GTX1650Ti 4GB W10+OHS,170,17.799.000,2021-01-14
LENOVO Legion 5 2XID AMD Ryzen 7-4800H 16GB 512GB GTX 1650 Ti 4GB W10,21,17.799.000,2021-01-14
LENOVO Legion 5 40ID 120hz R5-4600H 16GB 512ssd GTX1650 4GB W10+OHS,3,15.499.000,2021-01-14
LENOVO Legion 5i 66ID i5-10300H 16GB 512ssd GTX 1650Ti 4GB W10+OHS 120,3,15.999.000,2021-01-14
LENOVO Legion Y740-15IHRG-6HID I7-9750H 16GB 1TB SSD NVME RTX2060 6GB,169,27.999.000,2021-01-14
LENOVO THINKPAD X1 YOGA I7 6500U TOUCH 8GB RAM 256GB SSD,12,7.500.000,2021-01-14
LENOVO THINKPAD YOGA L390 2in1 TOUCH i5 8265 8GB 256SSD W10 13.3FHD,12,10.999.000,2021-01-14
"LENOVO LEGION 5i - i7-10750H 16GB 512GB GTX1650Ti 4GB 15,6"" 144Hz W10",54,20.999.000,2021-01-14
"LENOVO LEGION 5i - i7-10750H 16GB 512GB GTX1650 4GB 15,6""FHD 144Hz W10",40,19.999.000,2021-01-14
"LENOVO LEGION 5i - INTEL i7-10750H 16GB 512GB GTX1650 4GB 15,6"" 144Hz",60,18.499.000,2021-01-14
LENOVO LEGION 5i - 120hz i7 10750H 16GB 512GB GTX1660Ti 6GB W10,160,17.449.000,2021-01-14
"LENOVO Ideapad Slim 3 14ADA05 14"" HD/AMD 3020e/4GB/256GB SSD/Win10+OHS",4,5.488.000,2021-01-14
LENOVO Ideapad Slim 3 i3-1005G1 4GB 512GB-SSD INTEL-UHD WIN10+OHS-2019,18,7.499.000,2021-01-14
"LENOVO LEGION 5 - 120Hz AMD RYZEN 5-4600H 16GB 512GB GTX1650 4GB 15,6",588,15.999.000,2021-01-14
LENOVO LEGION 5 - 120Hz AMD RYZEN 5-4600H 16GB 512GB GTX1650TI 4GB,1386,16.899.000,2021-01-14
LENOVO LEGION 5 - 144Hz AMD RYZEN 5 4600H 16GB 512SSD GTX1650Ti 4GB,385,16.899.000,2021-01-14
LENOVO LEGION 5 - 144Hz AMD RYZEN 7-4800H 16GB 512GB GTX1650TI 4GB,995,17.799.000,2021-01-14
LENOVO LEGION 5 - 144Hz GTX1660TI 6GB AMD RYZEN 7-4800H 16GB 512GB,381,17.999.000,2021-01-14
LENOVO LEGION 5 120Hz AMD RYZEN 5-4600H 16GB 256SSD 1TB GTX1650TI 4GB,334,13.399.000,2021-01-14
LENOVO YOGA 530 # RYZEN 7 2700U/8GB/SSD512GB/Vega 8 !!,18,12.256.000,2021-01-14
LENOVO LEGION 5 144Hz AMD RYZEN 7 4800 16GB 512ssd GTX1650Ti 4GB MKID,22,18.299.000,2021-01-14
LENOVO LEGION 5 2WID RYZEN 5 4600H 16GB 512GB GTX 1650TI 120HZ no 40ID,184,17.888.000,2021-01-14
LENOVO LEGION 5 A5ID RYZEN 5 4600H 16GB 512GB GTX 1650TI 120HZ NOT MLID 2WID 40ID,32,17.888.000,2021-01-14
LENOVO LEGION 5 RYZEN 5 4600H GTX1650Ti 512GB16GB 144Hz 100%sRGB Win10,252,16.999.000,2021-01-14
"LENOVO LEGION 5 RYZEN 5-4600H 16GB 512GB GTX1650Ti 4GB 15.6"" 120Hz W10",32,16.999.000,2021-01-14
LENOVO LEGION 5 RYZEN 7-4800H 16GB 512GB GTX1650Ti 4GB 144Hz Win10+OHS 4 zone RGB,26,18.399.000,2021-01-14
LENOVO LEGION 5 Ryzen 7 - 4800H,14,18.499.000,2021-01-14
LENOVO LEGION 5I i7-10750 16GB 512SSD GTX1660TI-6GB FHD Win10,16,17.699.000,2021-01-14
LENOVO LEGION 5P-63ID i7-10875H 32GB 1TB RTX2060 WIN10+OHS2019 144Hz,6,27.999.000,2021-01-14
LENOVO LEGION 5 15ARH05H 82B100A5ID R5 4600H 16GB 512GB RTX2060 W10,19,18.599.000,2021-01-14
LENOVO YOGA 920-13IKB,110,14.999.000,2021-01-14
LENOVO YOGA C740 CORE I5 10210U RAM 8GB SSD 512GB BLACK MICA - X360,13,13.400.000,2021-01-14
"LENOVO YOGA SLIM 7 I5-1035G1 8GB 512GB MX350 2GB 14"" FHD IPS W10 OHS",33,14.399.000,2021-01-14
LENOVO YOGA SLIM 7-14ARE05 (Ryzen 5-4500U/16GB/512 GB/FHD/W10/OHS),48,13.299.000,2021-01-14
LENOVO Yoga C640-13IML i7-10510U/16GB/512GB/W10H/OHS2019,18,16.310.000,2021-01-14
LENOVO Yoga C940 15 2in1 Touch i7 9750 12GB 512ssd GTX1650 W10 15.6FHD,3,17.999.000,2021-01-14
LENOVO Yoga Slim 7 14ARE05 Ryzen 5 4500U 16GB 512GB SSD Win10 + OHS - Orchid BGID,78,13.999.900,2021-01-14
LENOVO YOGA C640 I5 10210 8GB SSD 512GB 13 FHD TOUCH W10 OFFICE,4,15.997.000,2021-01-14
"Lenovo IdeaPad Slim 5 - 14ARE05 | 14"" | R5-4500U | Vega 6 2GB | RAM 8GB | Win 10 HOME + OHS 2019",28,10.899.000,2021-01-14
Lenovo IdeaPad Slim 5 14ARE |512SSD| Ryzen 5 4500U 8GB W10 14FHD|C9ID,5,10.999.000,2021-01-14
Lenovo IdeaPad Slim 5 14IIL INTEL I5-1035G1 8GB 512SSD MX330 WIN10+OHS,2,11.262.700,2021-01-14
Lenovo IdeaPad Slim 5 Core i5-1135G7 8 GB 512 SSD GeForce MX450 2GB,16,12.799.000,2021-01-14
Lenovo IdeaPad V14ADA ETID AMD 3020 4GB 256SSD,8,5.353.000,2021-01-14
"Lenovo IdeaPad slim 3 14ADA05 OHS (Ryzen 3 3250U Win10 4GB 256GB SSD 14"" FHD AMD)",9,7.899.000,2021-01-14
Lenovo Ideapad 1 14 AMD A6 4GB 128GB Ati R4 W10 14.0 GRY,8,4.399.000,2021-01-14
Lenovo Ideapad 3 14IGL05 Intel N4020 4GB 256GB SSD WIN10 OHS 2019,1,5.700.000,2021-01-14
Lenovo Ideapad 3 14IIL05 i5 1035G1 8GB 512ssd MX330 2GB OHS IPS PDID,5404,9.799.000,2021-01-14
Lenovo Ideapad 3 15 Ryzen 5 3500 8GB 256ssd Vega8 W10 15.6FHD,54,8.199.000,2021-01-14
Lenovo Ideapad 3 15 Ryzen 5-3500U 8GB 256GB AMD Radeon Win10 15.6 FHD,6,8.199.000,2021-01-14
Lenovo Ideapad 3 15 Touch i5 1035G1 8GB 256ssd W10 15.6,246,8.699.000,2021-01-14
"Lenovo Ideapad 3 Slim - N4020|4GB|256Gb SSD|W10+OHS|Intel HD|14""",49,5.490.000,2021-01-14
"Lenovo Ideapad 3-14ADA05|AMD Athlon 3020|4GB|256GB|14"" FHD|Win10+OHS",3,5.699.000,2021-01-14
Lenovo Ideapad 320-11UID Grey,1,7.770.000,2021-01-14
"Lenovo Ideapad 330 14IKBR 1RID i5-8250U,8GB,1TB,VGA,Windows 10",6,8.890.000,2021-01-14
"Lenovo IdeaPad Slim 3i-14IIL05 (i3-1005G1/8GB/512GB/14""/W10/office2019",32,7.799.000,2021-01-14
"Lenovo IdeaPad Slim 3i 14IIL05 Core i5-1035G1 MX330 8GB 512GB 14"" FHD",52,10.594.000,2021-01-14
Lenovo IdeaPad Slim 3 |Intel i3-1005G1 |4GB|512 SSD|W10 Home|OHS 2019,21,7.999.000,2021-01-14
Lenovo IdeaPad Slim 3 | i5-1035G1 | 8GB | 512GB SSD| MX330 | OHS 2019,17,9.990.000,2021-01-14
Lenovo IdeaPad Flex 5 14ITL05 Core i3-1115G4 8GB 512GB SSD WIN10 ADP2Y,1,9.695.000,2021-01-14
Lenovo IdeaPad Flex 5 14ITL05 Core i7-1165G7 16GB 512GB SSD WIN10 OHS,2,15.742.000,2021-01-14
Lenovo IdeaPad Flex 5 2IN1 i5 1135G7 8GB 512SSD IrisXE 14.0 FHD IPS,4,12.399.000,2021-01-14
"Lenovo IdeaPad Flex 5 8DID 14IIL05 - i3-1005G1 8GB 512GB WIN10 OHS 14""FHD",78,10.999.999,2021-01-14
"Lenovo IdeaPad Flex 5 x360 i3 1115G4 8GB 512SSD W10+OHS 14"" IPS",28,9.899.000,2021-01-14
"Lenovo IdeaPad Flex 5 x360 i7 1165G7 16GB 512SSD IrisXE W10+OHS 14""IPS",68,15.749.000,2021-01-14
Lenovo IdeaPad Gaming 3 58ID | Ryzen 5 4600H 16GB 512ssd GTX1650Ti 4GB,115,14.500.000,2021-01-14
Lenovo IdeaPad Gaming 3 59ID | Ryzen 7 4800H 16GB 512ssd GTX1650Ti 4GB,110,15.999.000,2021-01-14
Lenovo Ideapad 330-14IGM,6,4.000.000,2021-01-14
"Lenovo IdeaPad Gaming 3i - 15IMH | 15,6"" | i7-10750H | GTX 1650 4GB | 8GB | Win 10 HOME + OHS 2019",2,15.299.000,2021-01-14
Lenovo IdeaPad Gaming 3i 81Y400AUID Core i7-10750H/16GB/512SSD/WIN10,89,15.519.000,2021-01-14
"Lenovo IdeaPad L340 Gaming 1VID + OHS (i7 9750HF Win10 16GB 512 SSD 15.6"" FHD WVA NVIDIA GTX1650 4G)",8,14.649.000,2021-01-14
"Lenovo IdeaPad L340 Gaming SVID + OHS (i7 9750H Win10 8GB 512G SSD 15.6"" FHD IPS NVIDIA GTX1650 4G)",12,14.249.000,2021-01-14
"Lenovo IdeaPad Slim 3 - 14ARE05 | 14"" | R5-4500U | Vega 6 2GB | RAM 8GB | Win 10 HOME + OHS 2019",90,10.199.000,2021-01-14
Lenovo IdeaPad Slim 3 14ADA DSID AMD 3020E SSD 256GB Win10 OHS,4,5.725.000,2021-01-14
"Lenovo IdeaPad Slim 3 14ADA05 Athlon 3050U 4GB 256 SSD 14"" FHD W10+OHS",40,6.699.000,2021-01-14
Lenovo IdeaPad Slim 3 14IIL05 Core i3 1005G1 4GB 512 SSD Win10 + OHS,96,7.599.000,2021-01-14
Lenovo IdeaPad Slim 3 AMD 3020e 4GB 256GB SSD 14 HD W10 OHS,4,6.000.000,2021-01-14
"Lenovo IdeaPad Gaming 3i - 15IMH | 15,6"" | i7-10750H | GTX 1650Ti 4GB | 16GB | Win 10 HOME + OHS2019",4,17.099.000,2021-01-14
Lenovo IdeaPad Flex 5 14IIL05 66ID / 67ID / 68ID / 69ID i5 1035G/8GB,15,12.930.000,2021-01-14
"Lenovo Ideapad 330-14ast Intel Celeron N4000, Ramal 4gb HDD 1tb, mulus-second",5,4.100.000,2021-01-14
Lenovo Ideapad Core i3 - RAM 4GB - 1TB/256GB - S145/V14 - Win10 + Office Original,36,7.310.000,2021-01-14
"Lenovo Ideapad Slim 3 - Intel Core i3-1005G1|4GB|256GB SSD|14"" FHD",8,7.399.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA AMD 3020 4GB 256ssd W10+OHS 14.0,14,5.499.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA AMD 3050 4GB 512GB-SSD WIN10+OHS BLK,9,6.700.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA Athlon 3050 4GB 256ssd W10+OHS 14.0FHD,23,6.379.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA Athlon 3050 4GB 512ssd W10+OHS 14.0FHD,2,6.349.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA DOS | AMD 3020 8GB 256 SSD DOS,12,5.299.000,2021-01-14
Lenovo Ideapad Slim 3 14ADA | 256ssd | AMD Athlon 3020U 4GB 14HD + OHS,21,5.499.000,2021-01-14
Lenovo Ideapad Slim 3 14ARE Ryzen 3 4300 8GB 512ssd Vega5 W10+OHS 14.0,26,8.299.000,2021-01-14
Lenovo Ideapad Slim 3 14ARE Ryzen 7 4700 8GB 512ssd Vega7 W10+OHS 14.0FHD IPS,8,9.849.000,2021-01-14
Lenovo Ideapad Slim 3 14ARE05-21ID AMD Ryzen 3-4300U 8GB 512GB,36,9.499.000,2021-01-14
Lenovo Ideapad Slim 3 14IIL 05 PDID Core i5-1035G1/8GB/512GB/MX330 2GB,121,9.799.000,2021-01-14
Lenovo Ideapad Slim 3 15 i3 1005 8GB 256ssd W10 15.6FHD,6,6.999.000,2021-01-14
Lenovo Ideapad Slim 3 AMD Ryzen 3250U|8GB|256 SSD|14FHD|WIN10 + OHS,25,7.500.000,2021-01-14
Lenovo Ideapad S340 14 Ryzen 5 3500 8GB 512ssd Vega8 W10+OHS 14.0FHD,82,8.849.000,2021-01-14
Lenovo Ideapad S340 14 Ryzen 5 3500 4GB 512ssd Vega8 W10+OHS 14.0FHD,1,8.699.000,2021-01-14
Lenovo Ideapad S145-14AST / AMD A9-9425 Ram 4gb HDD 1tb,10,4.700.000,2021-01-14
Lenovo Ideapad Denim Blue,3,6.000.000,2021-01-14
"Lenovo Ideapad Flex 5 14ITL Core i7 1165G7 16GB SSD 512GB 14"" IPS",11,15.264.850,2021-01-14
"Lenovo Ideapad Flex 5 14ITL05 Core i5-1135G7/14""FHD/8GB/512ssd/W10+OHS",12,12.394.000,2021-01-14
Lenovo Ideapad Flex 5 2VID i3-1115G4/SSD 512GB/8GB RAM,3,10.000.000,2021-01-14
Lenovo Ideapad Gaming 3i - Core i5-10300H|8GB|512GB|GTX 1650 4GB|120Hz,6,12.999.000,2021-01-14
"Lenovo Ideapad Gaming 3i - i5-10300H 8GB 512SSD GTX1650 4GB 15,6"" W10",63,12.649.000,2021-01-14
"Lenovo Ideapad Gaming 3i - i7-10750H 16GB 512SSD GTX1650 4GB 15,6"" W10",151,15.399.000,2021-01-14
Lenovo Ideapad Gaming 3i AUID i7-10750H 16GB SSD 512GB GTX 1650 4GB,36,15.500.000,2021-01-14
Lenovo Ideapad 330-8MID Core i5 Gen 8 /Radeon 530 Graphics SEKEN MULUS,24,7.050.000,2021-01-14
Lenovo Ideapad Gaming 3i i5-10300H GTX 1650 8 GB 512GB SSD 120Hz W10,5,13.189.000,2021-01-14
Lenovo Ideapad Gaming 3i i7-10750H GTX 1650Ti 16GB 512GB SSD 120Hz W10,5,16.699.000,2021-01-14
"Lenovo Ideapad Gaming 3i, i7-10750H/GTX1650Ti/16GB/512GB/15.6""/W10+OHS",3,16.999.000,2021-01-14
"Lenovo Ideapad IP 3 14IIL05 - i5 1035G1 MX330 2GB 14"" 12GB 512GB W10",6,10.700.000,2021-01-14
Lenovo Ideapad IP330s-14IKB [81F4016KID] i5-8250u 8GB 1TB 16GB Optane Radeon 540 2GB,10,10.999.000,2021-01-14
Lenovo Ideapad L340 15 Ryzen 5 3500 8GB 256ssd Vega8 15.6FHD W10,3,7.899.000,2021-01-14
Lenovo Ideapad L340-15IRH GAMING-i5-9300H-GTX 1650 4GB-8GB-256SSD-W10,2,10.990.000,2021-01-14
"Lenovo Ideapad S145 - Intel N4205U - 4GB - 256GB SSD -14"" HD - Win10",69,5.999.000,2021-01-14
Lenovo Ideapad Gaming 3i i7-10750H GTX 1650 16GB 512GB SSD 120Hz W10,2,15.489.000,2021-01-14
Lenovo IdeaPad Flex 5 14IIL05 - i5-1035G1 8GB 512GB MX330 WIN10 OHS,4,12.899.000,2021-01-14
"Lenovo IdeaPad Flex 3i Intel Celeron N4020/4GB/256SSD/11.6"" HD/OHS/W10",2,5.967.000,2021-01-14
Lenovo IdeaPad Flex 3 11IGL05-2DID N4020 4GB SSD 256GB W10,2,5.910.000,2021-01-14
"Lenovo 2in1 YOGA Duet 7i + E-color Pen (i7 10510U Win10 16GB 512GB SSD 13"" WQHD WVA Touch Intel OHS)",80,18.999.000,2021-01-14
Lenovo Gaming Legion 5i i7-10750H 16GB 512GB-SSD GTX1650Ti 4GB 120Hz,30,15.999.000,2021-01-14
Lenovo Gaming Legion 5i i7-10750H 16GB 512GB-SSD GTX1660Ti 6GB 120Hz,36,17.499.000,2021-01-14
Lenovo IDEAPAD 330,14,6.089.000,2021-01-14
Lenovo IP 5 14ITL05 (IdeaPad Slim 5i) 82FE003UID,1,14.499.000,2021-01-14
Lenovo IdeaPad 110 14AST AMD A9 DDR4 4GB 1TB,12,2.699.000,2021-01-14
Lenovo IdeaPad 3 14IIL05 Core i3-1005G1 MX330 2GB 4GB 512SSD Win10+OHS,85,8.399.000,2021-01-14
"Lenovo IdeaPad 3 14IIL05-PHID [Core i3|4GB|512GB SSD|14""|WIN|MX330]",3,8.384.000,2021-01-14
Legion 5 2XID Ryzen 7 4800H 16GB 512ssd GTX1650Ti 4GB W10+OHS 144Hz - NO BUNDLING,51,18.499.000,2021-01-14
"LENOVO Ideapad 330-5TID 14"" HD/AMD E2-9000/4GB/500GB/WIN10",2,4.950.000,2021-01-14
Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,12,4.680.000,2021-01-14
ASUS - TUF GAMING X3 Radeon RX 5600 XT TOP EVO | RX 5600XT 6GB GDDR6,2,5.679.000,2021-01-14
Acer Aspire 3 A314 Ryzen 3 3250|4GB|256GB SSD|W10+OHS,20,6.700.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401II Ryzen 5 4600HS 8GB 512ssd GTX1650Ti 4GB,348,16.699.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401II Ryzen 7 4800HS 120Hz GTX1650Ti 4GB,180,21.399.000,2021-01-14
"Acer Aspire 3 Slim A314-22 AMD RYZEN 3-3250U 4GB 256GB 14"" FHD W10 OHS",595,6.799.000,2021-01-14
ASUS ROG GU502GU-I7661T Zephyrus M i7 9750|512 SSD|GTX1660Ti 6GB|144Hz,6,23.699.000,2021-01-14
"Acer Aspire 3 Slim A314-22 AMD RYZEN 5-3500U 8GB 512GB 14"" FHD W10 OHS",40,8.549.000,2021-01-14
ACER ASPIRE 5 A514-52G-59RA i5 10210 4GB 1TB MX250 2GB W10+OHS 14.0,26,8.350.000,2021-01-14
ACER ASPIRE 5 A514-52G-547A i5-10210u 4GB 512GB SSD MX250 +OHS BLUE,4,9.899.000,2021-01-14
ASUS ZENBOOK Q407IQ BR5N4 R5 4500 8GB 256SSD MX350 2GB 14.0 FHD W10,18,10.799.000,2021-01-14
"ACER ASPIRE 5 A514-52G i7 10510U 8GB 1TB SSD MX250 2GB 14"" WIN10  OHS",5,13.999.000,2021-01-14
Acer Aspire 3 Slim A314-22 Ryzen 3-3250U 8GB/4GB 256 SSD W10 OHS,136,6.999.000,2021-01-14
ASUS ROG GL702ZC-GC276T RYZEN7-1700-16GB-1TB+256GB SSD-RX580 4GB-WIN10,15,18.450.000,2021-01-14
ASUS ROG GL553VD Intel Core I7 770071Q,24,13.000.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401IV R9R6F8G R9 4900HS 16GB 1TB RTX2060 WIN10,22,33.299.000,2021-01-14
Acer Aspire 3 Slim A314-22-R6JU -A3050U-4GB-512GBSSD-W10+OHS-RESMI,71,5.999.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401IV RYZEN 9 4900HS 120HZ 24GB RTX2060 6GB,20,26.299.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401IV RYZEN 9 4900HS 16GB 1TB RTX2060 6GB W10,236,32.799.000,2021-01-14
ASUS VIVOBOOK A416JA INTEL CORE i3 1005G1 RAM4GB SSD512GB WINDOWS + OFFICE ORIGINAL,6,8.249.000,2021-01-14
ASUS ROG ZEPHYRUS G15 GA502IU - Ryzen 7 4800HS 8GB 512ssd GTX1660Ti,36,19.499.000,2021-01-14
ASUS ROG GL504GV i7-8750H 16G RTX2060 6GB W10,6,28.886.000,2021-01-14
ASUS ROG ZEPHYRUS G15 GA502IU-R766B6T R7-4800HS 8GB 512G GTX1660TI 6GB,134,19.119.000,2021-01-14
ACER PREDATOR NITRO 5 AN515-54-507M - i5-9300H 8GB 1TB GTX1050 3GB W10,4,10.500.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401II RYZEN 7 4800HS 8GB 512GB GTX1650Ti 4GB,165,21.839.000,2021-01-14
ASUS VIVOBOOK A412UA/A412FA Intel Pentium Gold 5405U RAM4GB SSD/HDD FHD 14 Windows 10 ORIGINAL,457,6.599.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401II RYZEN 5 4600H 8GB 512GB GTX1650Ti 4GB,140,16.939.000,2021-01-14
ASUS ROG GU502LW-I7R7C8T ZephyrusM15 i7 10875H 16GB 1TBssd RTX2070 8GB,23,33.799.000,2021-01-14
ACER ASPIRE A314 AMD Ryzen 3-3250 8gb 256GB 14inch FHD Win10+ohs,3,7.450.000,2021-01-14
ACER ASPIRE A314 AMD Ryzen 3-3250 4gb 256GB 14inch FHD Win10+ohs,2,7.150.000,2021-01-14
ASUS ROG GX502GW-I7R72T Zephyrus S i7 9750H|32GB|512 SSD|RTX2070|240Hz,2,42.599.000,2021-01-14
ASUS ROG Strix G531GU-I766H2 HERO III I7-9750H 16GB 256GB SSD+1TB SSHD,4,25.999.000,2021-01-14
ACER ASPIRE A314,14,3.950.000,2021-01-14
ASUS ROG Strix Z490-E Gaming + Intel Core i9 10850K Avenger Edition,16,13.099.000,2021-01-14
Acer Aspire 3 Slim A314-22 AMD A3020e 4GB 256 SSD Radeon Graphics W10,22,5.725.000,2021-01-14
ASUS ROG TUF FX506II - R55TB6T / R5-4600H / GTX1650Ti 4GB,6,13.999.000,2021-01-14
ASUS ROG ZEPHYRUS DUO 15 GX550LXS i9-10980H 32GB 2TB RTX2080 SUPER 8GB,30,94.999.000,2021-01-14
ACER ASPIRE 5 A514-54G-53GE INTEL I5-1135G7 8GB/512GB/MX350 2GB/WIN10,2,10.810.000,2021-01-14
"Acer Aspire 3 Slim A314-22 AMD Athlon 3050U 4GB 256GB 14"" FHD W10 OHS",1241,5.949.000,2021-01-14
Acer Aspire 3 A314 | Ryzen 3 3250 8GB 256ssd 14FHD R8JF R6FB,8,6.899.000,2021-01-14
ASUS VIVOBOOK E410MA INTEL N4020 RAM4GB SSD512GB 14FHD IPS WINDOWS 10+OFFICE ORIGINAL,615,6.199.000,2021-01-14
"ACER ASPIRE 5 A514-53K-3852 I3-1005G1/4GB/512GB+32GB/W10+OHS/14""FHD",4,7.499.000,2021-01-14
"ACER ASPIRE 5 A514-53G-37JP INTEL i3-1005G1 4GB 1TB MX350 2GB 14"" HD",6,7.999.000,2021-01-14
Acer Aspire 3 A314 Ryzen 5 3500 4GB 256ssd Vega8 W10PRE 14.0,3,7.650.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401IH AMD Ryzen 7 4800HS GTX1650 4GB 16GB,527,16.399.000,2021-01-14
"ACER ASPIRE 5 A514-53 I3-1005G1/4GB/SSD 512GB + OPTANE/14""/WIN10/0HS",20,7.325.000,2021-01-14
"ASUS VIVOBOOK E203MAH - N4000/RAM 4GB./ HDD 500GB. 11.6""/ W10",10,5.000.000,2021-01-14
ASUS ZENBOOK FLIP UX362FA I5-8265 8GB 512GB SSD WIN10 13.3 FHD,3,13.999.000,2021-01-14
ASUS ROG ZEPHYRUS G14 GA401II R5-4600H 8GB 512GB GTX1650Ti 120Hz W10,201,16.839.000,2021-01-14
