name,sold,price,date
Lenovo IdeaPad Slim 5-14ITL05-5LID I5-1135G7 8GB 512GB SSD FHD W10 OHS,60,10999000,[Timestamp('2021-01-15 00:00:00')]
DELL INSPIRON 3493 I7 1065G 8GB 512GB SSD 14 FHD MX230 2GB W10,1,12921000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad Slim 5i 14 5JID 5LID|i5-1135G7 8GB 512GB 14""FHD W10+OHS",10,10799000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG Gaming GL552VW i7 Edition w/ GDDR5X 960M 4GB,24,11500000,[Timestamp('2021-01-15 00:00:00')]
DELL Inspiron 7472 Core i7-8550U/16GB/1TB+128SSD/VGA 2GB/WIN10HSL,12,16900000,[Timestamp('2021-01-15 00:00:00')]
"DELL INSPIRON 3476 i5-8250U, 4GB, 1TB, DVDRW, INTEL , DOS, 1YR",1,7200000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3 IP3 Intel Core i3-1005g1,4,8950000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad 3 14ILL i5-1035G1/8GB/512GB SSD/MX330 2GB/WIN 10 Resmi,6,9499000,[Timestamp('2021-01-15 00:00:00')]
DELL AIO Inspiron 3280 i3-8145U | 4GB | 1TB | WIN10,10,7450000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo Ideapad 3 14ADA05 Ryzen3-3250U/8GB/256GBNVMe/14""FHD/Win10+OHS",60,7799000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo Ideapad 3 14ADA05 Ryzen3-3250U/4GB/256GBNVMe/14""FHD/Win10+OHS",9,7399000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG G531GT-I765G1T STRIX III i7-9750H 8GB 512GB SSD GTX1650 4GB -,6,16999000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad 1 14 | AMD A6 4GB 128GB (64+64) Ati Radeon 4 W10 14HD,25,4399000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3 14IIL05 PDID / 14IIL05 PEID i5-1035G1 8GB 512ssd,31,9898000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3 15 |256ssd| i3 1005 8GB W10 15.6FHD,2,6999000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3i 14 i3 1005G1 4GB 512ssd W10+OHS 14.0FHD,4,7599000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3i 14 i5 1035G1 8GB 512ssd MX330 2GB W10+OHS 14.0,3,9799000,[Timestamp('2021-01-15 00:00:00')]
"ASUS ZENBOOK DUO UX481FL-BM072T i7-10510U-16GB-1TB SSD-MX250 2GB-14""",4,25999000,[Timestamp('2021-01-15 00:00:00')]
Lenovo IdeaPad Slim 3 14ARE05 | Ryzen 3 4300U 8GB 512SSD W10 14FHD IPS,24,8699000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 5i 3UID - i7 1165G7 16GB 512SSD MX450 2GB W10+OHS,5,14399000,[Timestamp('2021-01-15 00:00:00')]
DELL Inspiron 3670 Intel Core i5-8400/8GB/1TB/VGA/Win10HSL/1YR PC ONLY,1,10300000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad 330 - AMD A9-9425 - 4GB - 1TB - 14"" - Garansi Resmi",24,5850000,[Timestamp('2021-01-15 00:00:00')]
Dell Inspiron 13 7300 2in1 Touch i5 10210 8GB 512ssd+Opt 32GB W10 13.3,2,12599000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3 - i5 1035G1 8GB 512ssd MX330 2GB W10 + OFFICE,190,9799000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Flex 5 14IIL05 6AID|i7-1065G7|16GB|SSD 1TB|MX330|OHS,15,17299000,[Timestamp('2021-01-15 00:00:00')]
Lenovo IdeaPad 5 14ITL05 Core i5-1135G7 8GB 512 SSD Win10+OHS,73,11799000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3 14 AMD 3020 4GB 256ssd W10+OHS 14.0 BLK,12,5499000,[Timestamp('2021-01-15 00:00:00')]
Dell Alienware M15 i7 9750 16GB 1TBssd RTX2070 8GB W10 15.6FHD,4,30599000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad Flex 3 + OHS (Celeron N4020 Win10 4GB 256GB SSD 11.6"" HD IPS Touch Intel 0NID 2DID)",7,6399000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 5i 14 i5 1135G7 8GB 512ssd MX450 2GB OHS IPS -3SID,6,11599000,[Timestamp('2021-01-15 00:00:00')]
ASUS ZENBOOK DUO UX481FA - i7 10510 - 512GB SSD - 8GB RAM - 14 INCH FHD DISPLAY,4,19899000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 5i i7 1165G7 16GB 512ssd MX450 2GB W10+OHS 14.0FHD,18,14899000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG PHONE 3 5G - 128gb/256gb/512gb - Snapdragon 865+,180,12372500,[Timestamp('2021-01-15 00:00:00')]
Lenovo IdeaPad Flex 5 AMD| Ryzen 3 4300U 8GB 512SSD W10 14FHD IPS,35,9999000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad Flex 5 OHS i5-1135G7 Win10 8GB 512GB SSD 14""FHD IPS Touch 2QID",135,13499000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad 320 intel Corei3/Ram 4gb/Hdd 1tb/Win10,30,6500000,[Timestamp('2021-01-15 00:00:00')]
Asus Zenbook UX431FL i7 10510 8GB 512ssd MX250 2GB W10 14.0FHD,118,14249000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad Flex 5 OHS i7-1165G7 Win10 16GB 512TB SSD 14"" FHD WVA Touch Intel Iris Xe",32,16999000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG GL531GU-9300H-8GB-512GB-GTX1660TI-WIN10 BLACK - AMB4,1,14140000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad 320,5,6600000,[Timestamp('2021-01-15 00:00:00')]
DELL Inspiron 5482 # i7-8565U 8GB SSD256 VGA 2GB 14FHD Touch !!,2,14978000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3i 14IGL N4020 4GB storage SSD W10+OHS 14.0,1,5499000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG G512LV i7 10750 16GB 512ssd RTX2060 6GB W10 15.6FHD,2,21299000,[Timestamp('2021-01-15 00:00:00')]
Lenovo IdeaPad Slim 3 - AMD Athlon 3050U 4GB 256ssd W10+OHS 14 FHD,18,6599000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 3i 14IGL N4020 4GB 256ssd W10+OHS 14.0 RED,58,5499000,[Timestamp('2021-01-15 00:00:00')]
Lenovo Ideapad Slim 5 14IIL05 K5iD i5-1035G1 512G 8GB MX330-2GB+OFFICE,45,11018000,[Timestamp('2021-01-15 00:00:00')]
"Lenovo IdeaPad Flex 5 14IIL05 i3-1005G1 8GB 512GB SSD 14""FHD W10+OHS",3,9795000,[Timestamp('2021-01-15 00:00:00')]
DELL Inspiron 5482 Intel Core i7-8565U/8GB/256GB SSD/Win10HSL,12,13100000,[Timestamp('2021-01-15 00:00:00')]
Laptop Murah LENOVO THINKPAD X260 RAM 8GB SSD 256GB Original Bergaransi,454,5100000,[Timestamp('2021-01-15 00:00:00')]
LENOVO LEGION Y740 i7 9750 16GB 1TB+256ssd RTX2070 W10 15.6FHD,135,22999000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 514 INTEL I5 GEN 10 HDD 1TB LAYAR 14INCH VGA MX350,6,8756600,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER ASPIRE A314-32 - N4120 - 4GB - 256GB SSD - 14""HD - WIN10",11,5799000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE A314-32/N4120/4gb/ssd256/w10,4,5650000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER Aspire 3 A314 - 32 Red N4000 4GB 1TB 14"" Inc WIN10 RESMI",1,4275000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER NITRO 5 AN515 AMD RYZEN 7 4800H-RAM 8GB-SSD 512GB-4GB VGA NVIDIA,4,14351900,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER RYZEN 3-3200 8GB 500GB 15""6INCH WIN10",13,6475000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER RYZEN 3-3250 8GB 512GB 14"" WIN10+OHS",3,7340000,[Timestamp('2021-01-15 00:00:00')]
LENOVO LEGION 5 RYZEN 7-4800H 16GB 512GB GTX1650Ti 4GB 144Hz Win10+OHS,2564,18399000,[Timestamp('2021-01-15 00:00:00')]
LENOVO LEGION 5 RYZEN 5-4600H 16GB 512GB RTX2060-6GB 15.6FHD 144Hz,4,18499000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF A15 FX506IV Ryzen 7 4800H 8GB 512ssd RTX2060 6GB W10,40,16899000,[Timestamp('2021-01-15 00:00:00')]
"ASUS VIVOBOOK A409FA-BV351T-BV352T I3-8145U-4GB-SSD 512GB-14""-WIN10",9,7499000,[Timestamp('2021-01-15 00:00:00')]
LENOVO LEGION 5 2XID Ryzen 7 16GB 512SSD GTX 1650Ti 4GB FHD WIN10 OHS,42,18500000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ASUS A412FA INTEL PENTIUM GOLD 5405 8GB 512GB 14"" FHD WIN10",8,7129000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ASUS ROG G531GU-I766H1T I7-9750H 8GB 512GB SSD GTX1660Ti 6GB,4,23989000,[Timestamp('2021-01-15 00:00:00')]
LENOVO Ideapad Slim 3 14IIL05 - i3-1005G1 - WIN10+OHS [81WD00PMID],11,7759000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO Ideapad Slim 3 14ADA05 14"" HD/AMD 3020e/4GB/256GB SSD/Win10+OHS - Hitam",88,5518000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF F15 FX506LI - i5 10300 16GB 256ssd GTX1650TI 4GB W10,1,12599000,[Timestamp('2021-01-15 00:00:00')]
LENOVO Ideapad 3i Slim i3 1005G1 4GB 512GB-SSD NVIDIA MX330-2GB WIN-10,78,8099000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO Ideapad 130-00ID 14"" HD/AMD A4-9125/4GB/500GB/WIN10",2,4900000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ASUS VIVOBOOK A409FJ I5-8265U 4GB SSD 512GB NVIDIA MX230-2GB - Slate Grey,5,9300000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IdeaPad v130 # i3 4gb 1tb 14 MURAH !!,2,5425000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IdeaPad Slim 3 14IGL05 81WH000LID CEL N4020 4GB 256GB W10 + OHS,5,5479000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ASUS VIVOBOOK A412FL-EK513T i5-10210U|4GB DDR4|1TB HDD|2GB MX250|14""FHD|Win10",65,10689000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IdeaPad IP330-14AST [81D50039ID] - platinum grey, black & blue",42,5000000,[Timestamp('2021-01-15 00:00:00')]
ASUS VIVOBOOK A409JA INTEL CORE i3 1005G1 RAM4GB SSD512GB 14FHD WINDOWS 10 Original,172,8099000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF FX505DU Ryzen 7 3750H RAm 8GB SSD 512GB GTX 1660 Ti 6GB 120Hz,3,14500000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 5 A514-CORE i3 1005G1-4GB-SSD 512GB-32OPTANE FHD 14,13,7658900,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF A15 FX506 - RTX2060 6GB Ryzen 7 4800 8GB 512SSD 15.6FHD win10,281,16899000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP 2 IN 1 ASUS VIVOBOOK FLIP TP412FA CORE i3 8145U 4GB 128 GB Grey,16,7980000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP 2 IN 1 LENOVO YOGA 260 Intel Core i7 gen 6 SSD 128 GB,3,5600000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER - ASPIRE 3 (A314-32) N4120-RED,44,4900000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG Zephyrus G15 GA502IU-R966B8T  - AMD Ryzen 9 4900HS 8GB 1TB ssd GTX1660Ti 6GB W10 144Hz,14,23099000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 3 A314 22 ATHLON SSD FREE OFFICE (GARANSI RESMI),1,5680000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 3 A314 AMD A9-9420 4GB 1TB RADEON R5 WIN10,6,4599000,[Timestamp('2021-01-15 00:00:00')]
LENOVO Yoga Slim 7 14IIL05 i7-1065G7/16GB/1TB/MX350 2GB/W10/OHS,66,19220000,[Timestamp('2021-01-15 00:00:00')]
"ASUS VIVOBOOK A412FA 14""/FHD/PENTIUM GOLD 5405U/4GB/1TB/INTEL UHD GRAPHICS/WIN10",30,6699000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 3 A314-32 INTEL N4120 8GB 256GB SSD 14'' WINDOWS 10,5,5799000,[Timestamp('2021-01-15 00:00:00')]
LENOVO Yoga C640-13IML i5-10210U/8GB/512GB/W10H/OHS2019,13,13590000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 3 CELERON N4120 4GB 256GB SSD WIN10 + OHS,12,5799000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO YOGA SLIM 7 RYZEN 7 4800U|16GB|1TB SSD|14"" FHD IPS|FREE OFFICE",2,16599000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO YOGA S940 i7-1065G7 16GB 512GB INTEL IRISH W10 14""FHD TOUCH",6,16749000,[Timestamp('2021-01-15 00:00:00')]
Acer Aspire A311-31 - Red (Intel N4000/ 4GB/500 GB/11Inch W10),2,4750000,[Timestamp('2021-01-15 00:00:00')]
LENOVO YOGA DUET 7i 78id i5-10210u 8GB 512SSD 13.0 FHD TS WIN10 OHS,7,15900000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 5 514-53G-INTEL CORE i5 1035G1-4GB-1TB-NVDIA MX350 - RAM 4GB STANDRT,73,8756600,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 5 A514 53 FULL HD i3-1005G1 512GB SSD FREE OFFICE,100,7699000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 5 A514 53-3852 - i3-1005G1 - 4GB - 512SSD + INTEL O,6,8500000,[Timestamp('2021-01-15 00:00:00')]
ASUS ROG Zephyrus S GX502GW i7-9750H 16GB 1TBSSD RTX2070 8GB,51,27799000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ACER ASPIRE 5 A514-52G-59RA i5 10210 4GB 1TB MX250 2GB W10+OHS 14.0,6,9999000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER ASPIRE 5 A514-53 - i3-1005G1 4GB 512GB + OPTANE 14"" FHD IPS magic purple",2,7349000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER ASPIRE 5 A514-53 - i3-1005G1 4GB 512GB + OPTANE 14"" W10",193,7399000,[Timestamp('2021-01-15 00:00:00')]
"ASUS VIVOBOOK A409JP|Core i5-1035G1/4GB/1TB/MX330-2GB/WIN10/14"" FHD",5,10750000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ACER ASPIRE 5 A514-53 - i3-1005G1 4GB 512GB SSD 14"" W10 OFFICE - 3852 - FHD",376,7299000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO V14-14ARE 14""FHD/AMD Ryzen 5/8GB/256GB SSD/Win10+OHS Laptop - IRON GREY",16,8828000,[Timestamp('2021-01-15 00:00:00')]
"ASUS VIVOBOOK A409JP EK501T EK502T | i5-1035G1 4GB DDR4 1TB MX330 2GB 14"" FHD WIN10",18,10299000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IdeaPad Flex 5 14IIL05 14 FHD Touch/i3 1005/8GB/512GB/Win10+OHS - LIGHT TEAL,223,9628000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ASUS VIVOBOOK K413EQ i5-1135G7 8GB 512GB MX350 2GB 14"" OHS W10",16,12583000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP ASUS VIVOBOOK K413FQ i5-10210U 8GB 512GB MX350 2GB 14"" FHD W10",2409,12583000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD 3 15 Touch i5 1035G1 8GB 256ssd W10 15.6HD,4,8899000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF GAMING FX506LH CORE i5 10300H/8GB/512GB GTX 1650- 8gb Pabrik - RAM 8gb Pabrik,12,13142300,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD 130 ip130 # A4 4GB W10 !!,8,3443000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD 3 SLIM/RYZEN 74700/8GB/512SSD/WIN10+OFFICE ORI,50,13999000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP TOSHIBA PORTEGE R830 IMPOR/CORE I5 /4 GB/SSD 128 GB,9,2799000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF GAMING A15 FX506II - RYZEN 7-4800H - 8GB - 512GB SSD - GTX1650Ti 4GB - 144Hz - W10 - OFFICE,474,15899000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD FLEX 5-CORE i3 1005G1-8GB-SSD 512GB-WINDOWS 10,18,10414200,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO IDEAPAD FLEX 5|I5-1035G1|8GB|512GB|MX330 2GB|15"" W10+OHS",4,13449000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO YOGA SLIM 7i i7-1065G7 16GB 1TB SSD MX350 2GB WIN10+OHS,8,18199000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD L340 15API RYZEN 3-3200U 8GB 1TB VEGA3 WIN10 PRE,12,7049000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO YOGA SLIM 7 i7-1065G7 16GB 1TB SSD MX350 2GB WIN10+OHS,2,18199000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO YOGA SLIM 7 FABRIC TOUCH i7-1065G7 16GB 1TB MX350+HS,1,19099000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO YOGA SLIM 7 - AMD RYZEN 7-4800U 16GB 1TB SSD 14"" FHD W10",58,16999000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF GAMING A15 FX506IV RYZEN 7 4800H 8GB 512GB RTX2060 6GB 144HZ,584,19499000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO IDEAPAD SLIM 3 - AMD RYZEN 5-4500U 8GB 512GB 14"" FHD W10",6,9799000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO IDEAPAD SLIM 3 - i3-1005G1 4GB 256GB SSD 14"" FHD W10",126,7899000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO THINKPAD L420 I5-GEN2 OBRAL HARGA CUCI TOKO MURAH MERIAH,3,2250000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO SLIM 3 Athlon 3050 8GB 256GB SSD 14"" WIN10+OHS2019 ORI",14,6768000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD Slim 3i i5-1035G1 8GB 512GB SSD MX330 WIN10+OHS,972,10399000,[Timestamp('2021-01-15 00:00:00')]
"ASUS TUF GAMING F15 FX506LH - i7-10870H - 8GB - 512SSD - GTX 1650 4GB - 15""FHD 144Hz - WIN10",30,15799000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD SLIM 3 INTEL N4020 SSD 256GB 4GB WIN10 14 OHS19,44,5425000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO IDEAPAD SLIM 3 N4020 4GB SSD 512GB 14"" WIN10 + OHS2019",4,5760000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP LENOVO IDEAPAD SLIM 3 RYZEN 7-4700U 8GB 512GB 14""FHD WIN10",2,10265000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD SLIM 3-RYZEN 5-3500U-8GB-256GB-WIN10HOME ALMOND,4,8585000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP LENOVO IDEAPAD SLIM 3-14IGL - INTEL CELERON N4020 - RAM 4GB - 256GB / 512GB SSD - WIN10 + OHS,29,5790000,[Timestamp('2021-01-15 00:00:00')]
"LAPTOP HUAWEI MATEBOOK D14-RYZEN 7 3700U-8GB-SSD 512GB-VEGA 10-14"" IPS",132,10313200,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF GAMING FX506LI-I55TB6T-O i5 10300H 8GB 512GB GTX1650Ti OHS - Non Bundling,96,13493000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD 320-14AST AMD A9-9420/4GB/1TB/14 HARGA PROMO,7,4299000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD 730S 13IWL I5 8265 8GB 256SSD FHD W10,3,9850000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ASUS VIVOBOOK M409DA AMD RYZEN 5 3500U RAM8GB HDD1TB AMD VEGA 8 WINDOWS 10,5,8999000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD SLIM 3i i3-1005G1/8GB/SSD 512GB/MX330 2GB/14""FHD/OHS",48,8949000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3i INTEL i5-1035G1/8GB/NVIDIA MX330/512GB SSD/FHD,5,10149000,[Timestamp('2021-01-15 00:00:00')]
"{Laptop}137  Lenovo Ideapad S145 - AMD A4-9125 - 4GB - 1TB - 14"" - Win10 - Hitam Komputer & Noteboo",12,4873700,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF Gaming VG27AQ HDR Gaming Monitor - WQHD 165hz 1ms HDR10,7,6799000,[Timestamp('2021-01-15 00:00:00')]
"ASUS TUF FX506IH-R555B6B/ 15.6""/R5-4600H/ NVME 512GB Bonfire Black",2,14330000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP ASUS Zenbook UX331UA I5 8250 8GB 256SSD W10 13.3FHD,132,9213000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3-14IIL i5-1035G1/8GB/512GB/MX330/WIN10+OHS,4,10505000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3-14IIL I3 1005G1 4GB 512GB WIN10 BLACK + OHS,4,7880000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3-14IGL-N4020-4GB-512GB-WIN10HOME Gray-OHS -AMB2,8,5760000,[Timestamp('2021-01-15 00:00:00')]
ASUS TUF FX506II R75TB6T RYZEN 7 / 8GB / 512GB SSD / GTX1650TI 4GB WIN 10 ORI,3,16000000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP DELL INSPIRON 14-3493 I3-1005G1 RAM 4GB/256GB SSD/WIN10,1,6970000,[Timestamp('2021-01-15 00:00:00')]
"Laptop ACER Aspire ES1-432 C1P4 Intel 14""",16,3790000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3 CELL N4020 RAM 4GB SSD 256GB WIN 10 FREE OHS 19,18,5489000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD SLIM 3 AMD ATHLON-3020/8GB/SSD 256GB/14""/WIN10/OHS 2019",2,5899000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD SLIM 3 15IIL05 I5-1035G1 8GB 512GB 15,6 FHD WIN10 OHS19",10,9825000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3 14IGL N4020 4GB 512GB WIN10HOME PLAT GREY OHS,2,5760000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP GAMING ACER ASPIRE 514-53G-52SR CORE i5-1035G1-4 GB RAM-1TB HDD,18,8756565,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3 14ADA05 RYZEN 5 3500 8GB 256SSD VEGA 8 WIN10 FHD,10,8290000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP GAMING ASUS TUF A15 FX506IV-R9R6B6T AMD Ryzen9-4900H/8GB/512GB/WIN10/RTX2060 6GB,3,21690000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD S130/BLACK/INTEL N4000/INTEL HD/4GB/128SSD/14""/WINDOWS",9,4849000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD IP330 # i7-8550 8GB VGA 2GB W10 !!,3,11777000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP HP 14s Athlon GOLD 4GB 512GB SSD 14INCH WIN10+OHS,9,6667000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD FLEX 5i [i3-1005G1/8GB/512GB/14""FHD/Win10]",11,10499000,[Timestamp('2021-01-15 00:00:00')]
LAPTOP HP ELITEBOOK 820 G1-CORE I5 GEN 4-RAM 8GB-HDD 500GB-12INCH-SLIM,15,3850000,[Timestamp('2021-01-15 00:00:00')]
"LENOVO IDEAPAD FLEX 5 - i3-1115G4 - 8GB - 512GB SSD - 14""FHD TOUCH+PEN - WIN10 - OFFICE",30,10199000,[Timestamp('2021-01-15 00:00:00')]
LENOVO IDEAPAD SLIM 3 ATHLON SILVER 3050U 4GB 256SSD WIN 10 FREE OHS19,9,6989000,[Timestamp('2021-01-15 00:00:00')]
KOMPUTER LAPTOP SECOND LENOVO IDEAPAD 110-141BR 110-240V 47-63Hz,57,8000000,[Timestamp('2021-01-15 00:00:00')]
Hp Pavilion X360 i5 Gen 7 Ram 8GB SSD 256GB Laptop Notebook Bekas Berkualitas Bagus Murah Design,12,6690000,[Timestamp('2021-01-15 00:00:00')]
Laptop ASUS TUF FX506LI-I55TB6T-O i5-10300H 8GB 512GB GTX 1650 Ti 4GB - Non Bundling,33,13493000,[Timestamp('2021-01-15 00:00:00')]
Laptop Lenovo Ideapad Slim 3i 14 N4020 4GB 256GB W10 FREE OFFICE,3,5449000,[Timestamp('2021-01-15 00:00:00')]
Laptop Lenovo Ideapad Slim 3 14IIL05 81WD00PMID i3 4GB DDR4 512 GB SSD,3,8000000,[Timestamp('2021-01-15 00:00:00')]
Laptop Lenovo Ideapad Gaming 3i 56ID|CI7-10750|8GB|512GB|GTX1650|+OHS,10,14399000,[Timestamp('2021-01-15 00:00:00')]
ASUS VIVOBOOK ULTRA 14 K413FA + OHS 2019,21,9499000,[Timestamp('2021-01-15 00:00:00')]
ASUS VIVOBOOK TP412FA 2IN1 TOUCH I5 10210 8GB 512SSD WIN 10 14.0 FHD,27,11599000,[Timestamp('2021-01-15 00:00:00')]
ASUS VIVOBOOK SLIM A407UF I3-7020/4GB/SSD 256GB/VGA 2GB MX130/WIN10,8,6898500,[Timestamp('2021-01-15 00:00:00')]
"Laptop Lenovo Ideapad Flex 5 i7 1165G7 16GB SSD 512GB 14"" IPS",28,15212150,[Timestamp('2021-01-15 00:00:00')]
